Concordance report,
Statistical Area 2 2023 to Urban Rural 2023,
Valid from,01-Jan-2023,
Valid to,01-Jan-2024,
Lifecycle status,Released,
Statistical Area 2 2023,"","",Urban Rural 2023
SA22023 V1.0.0,"","",UR2023 V1.0.0
"100100","North Cape","Many To Many Map","1001","Pukenui",
"100100","North Cape","Many To Many Map","1013","Other rural Far North District",
"100200","Rangaunu Harbour","Many To Many Map","1005","Awanui",
"100200","Rangaunu Harbour","Many To Many Map","1013","Other rural Far North District",
"100200","Rangaunu Harbour","Many To Many Map","1002","Kaimaumau",
"100301","Inlets Far North District","Simple Map","1015","Inlets Far North District",
"100400","Karikari Peninsula","Many To Many Map","1003","Tokerau Beach",
"100400","Karikari Peninsula","Many To Many Map","1013","Other rural Far North District",
"100400","Karikari Peninsula","Many To Many Map","1004","Karikari",
"100500","Tangonge","Many To Many Map","1013","Other rural Far North District",
"100600","Ahipara","Simple Map","1006","Ahipara",
"100700","Kaitaia East","Many To One Map","1007","Kaitaia",
"100800","Kaitaia West","Many To One Map","1007","Kaitaia",
"100900","Rangitihi","Many To Many Map","1013","Other rural Far North District",
"101000","Oruru-Parapara","Many To Many Map","1013","Other rural Far North District",
"101101","Doubtless Bay","One To Many Map","1009","Cable Bay",
"101101","Doubtless Bay","One To Many Map","1008","Taipa",
"101101","Doubtless Bay","One To Many Map","1010","Coopers Beach",
"101101","Doubtless Bay","One To Many Map","1012","Mangonui",
"101200","Herekino-Takahue","Many To Many Map","1013","Other rural Far North District",
"101300","Peria","Many To Many Map","1013","Other rural Far North District",
"101400","Taemaro-Oruaiti","Many To Many Map","1011","Hihi",
"101400","Taemaro-Oruaiti","Many To Many Map","1013","Other rural Far North District",
"101500","Whakapaku","Many To Many Map","1013","Other rural Far North District",
"101600","Hokianga North","Many To Many Map","1013","Other rural Far North District",
"101700","Kohukohu-Broadwood","Many To Many Map","1017","Kohukohu",
"101700","Kohukohu-Broadwood","Many To Many Map","1013","Other rural Far North District",
"101801","Whakarara","Many To Many Map","1013","Other rural Far North District",
"101801","Whakarara","Many To Many Map","1422","Matauri Bay",
"101801","Whakarara","Many To Many Map","1014","Whangaroa",
"101900","Kaeo","Many To Many Map","1013","Other rural Far North District",
"101900","Kaeo","Many To Many Map","1016","Kaeo",
"102000","Omahuta Forest-Horeke","Many To Many Map","1013","Other rural Far North District",
"102100","Hokianga South","Many To Many Map","1013","Other rural Far North District",
"102100","Hokianga South","Many To Many Map","1018","Rawene",
"102201","Lake Manuwai-Kapiro","Many To Many Map","1013","Other rural Far North District",
"102300","Okaihau","Many To Many Map","1023","Inland water Far North District",
"102300","Okaihau","Many To Many Map","1021","Okaihau",
"102300","Okaihau","Many To Many Map","1013","Other rural Far North District",
"102401","Rangitane-Purerua","Many To Many Map","1013","Other rural Far North District",
"102401","Rangitane-Purerua","Many To Many Map","1024","Rangitane",
"102501","Waipapa","Many To Many Map","1022","Waipapa",
"102501","Waipapa","Many To Many Map","1013","Other rural Far North District",
"102600","Puketotara","Many To Many Map","1013","Other rural Far North District",
"102700","Waima Forest","Many To Many Map","1013","Other rural Far North District",
"102801","Riverview","Many To One Map","1025","Kerikeri",
"102900","Waipoua Forest","Many To Many Map","1020","Omapere",
"102900","Waipoua Forest","Many To Many Map","1013","Other rural Far North District",
"102900","Waipoua Forest","Many To Many Map","1019","Opononi",
"103000","Kerikeri Central","Many To One Map","1025","Kerikeri",
"103101","Kerikeri South","Many To One Map","1025","Kerikeri",
"103200","Ohaeawai-Waimate North","Many To Many Map","1028","Ohaeawai",
"103200","Ohaeawai-Waimate North","Many To Many Map","1013","Other rural Far North District",
"103301","Puketona-Waitangi","Many To Many Map","1013","Other rural Far North District",
"103301","Puketona-Waitangi","Many To Many Map","1027","Kerikeri Inlet",
"103301","Puketona-Waitangi","Many To Many Map","1030","Waitangi (Far North District)",
"103401","Ngapuhi","Many To Many Map","1029","Ngawha Springs",
"103401","Ngapuhi","Many To Many Map","1013","Other rural Far North District",
"103501","Kaikohe","Simple Map","1026","Kaikohe",
"103600","Pakaraka","Many To Many Map","1013","Other rural Far North District",
"103700","Haruru","Simple Map","1031","Haruru",
"103800","Russell","Simple Map","1033","Russell",
"103900","Paihia","Simple Map","1032","Paihia",
"104000","Mataraua Forest","Many To Many Map","1013","Other rural Far North District",
"104101","Matawaia-Taumarere","Many To Many Map","1013","Other rural Far North District",
"104200","Russell Peninsula","Many To Many Map","1036","Okiato",
"104200","Russell Peninsula","Many To Many Map","1013","Other rural Far North District",
"104301","Opua (Far North District)","Simple Map","1034","Opua",
"104400","Russell Forest-Rawhiti","Many To Many Map","1013","Other rural Far North District",
"104501","Moerewa","Simple Map","1035","Moerewa",
"104600","Kawakawa","Simple Map","1037","Kawakawa",
"104700","Maromaku","Many To Many Map","1013","Other rural Far North District",
"104800","Mangakahia-Hukerenui","Many To Many Map","1040","Other rural Whangarei District",
"104900","Whangaruru","Many To Many Map","1038","Oakura-Whangaruru South",
"104900","Whangaruru","Many To Many Map","1040","Other rural Whangarei District",
